date,equity,positions,return
2024-04-22,951498.167960004,5,-0.003996165590516743
2024-04-23,944785.7407900039,4,-0.007054587592524086
2024-04-24,961914.7981500039,5,0.01813009724900927
2024-04-25,954318.7981500038,5,-0.00789674929069506
2024-04-26,979013.5981500038,5,0.025876887312575425
2024-04-29,1004033.9981500038,5,0.025556744101695728
2024-04-30,995563.5981500039,5,-0.008436367708271941
2024-05-06,1003495.9077400039,3,0.007967657319673194
2024-05-07,1001880.394230004,3,-0.0016098854988240152
2024-05-08,980044.182790004,2,-0.021795227819366936
2024-05-09,991144.1955000041,5,0.011326032953331122
2024-05-10,1024291.6955000041,5,0.033443670608672704
2024-05-13,1014500.695500004,5,-0.009558800528223221
2024-05-14,1021253.495500004,5,0.006656279320411684
2024-05-15,1030759.7955000041,5,0.009308462631352654
2024-05-16,1058058.595500004,5,0.026484152873616607
2024-05-17,1130244.3955000043,5,0.06822476591278726
2024-05-20,1105451.9955000042,5,-0.021935432813212308
2024-05-21,1095788.195500004,5,-0.008741944507168808
2024-05-22,1102712.195500004,5,0.006318739358969427
2024-05-23,1083120.6955000043,5,-0.017766648523476536
2024-05-24,1047767.0730900042,0,-0.032640519710206206
2024-05-27,1047477.2916000041,5,-0.0002765705254942352
2024-05-28,1037303.8916000042,5,-0.009712286921714774
2024-05-29,1028596.1916000042,5,-0.008394550594588712
2024-05-30,1015694.7916000042,5,-0.012542725809563393
2024-05-31,1011051.2916000041,5,-0.004571747377659863
2024-06-03,1012622.7916000042,5,0.0015543227263110637
2024-06-04,1021473.6916000042,5,0.008740569611330962
2024-06-05,1014315.4752300042,4,-0.007007734441782487
2024-06-06,1015354.3752300041,4,0.0010242375526847702
2024-06-07,1008951.1028300042,5,-0.0063064409394497645
2024-06-11,999586.0465500043,4,-0.00928197239066575
2024-06-12,996114.8788800042,5,-0.0034726051668894087
2024-06-13,998849.4788800043,5,0.0027452656897111183
2024-06-14,1000900.6788800042,5,0.002053562667219788
2024-06-17,1003869.9200300041,2,0.0029665692237539343
2024-06-18,1002191.5010100042,4,-0.0016719487121894527
2024-06-19,1001926.3582500041,5,-0.00026456296998411677
2024-06-20,1000797.7582500041,5,-0.0011264300920990067
2024-06-21,1003790.9582500042,5,0.0029908140534147254
2024-06-24,980406.7654400042,4,-0.02329587910491615
2024-06-25,955618.1076400041,0,-0.025284054204659623
2024-06-26,955434.6589900042,2,-0.0001919685788007719
2024-06-27,943743.7449200042,4,-0.01223622563824367
2024-06-28,950807.7449200042,4,0.007485082722957559
2024-07-01,954716.4449200041,4,0.004110925705941515
2024-07-02,951969.4988800042,5,-0.0028772375867371913
2024-07-03,946807.3988800043,5,-0.005422547682539247
2024-07-04,932598.5988800041,5,-0.015007064812556425
2024-07-05,935051.9988800043,5,0.002630713795781503
2024-07-08,915468.4496100042,2,-0.020943807717064944
2024-07-09,935061.7000400042,5,0.02140243111419826
2024-07-10,939712.0000400043,5,0.0049732547058671805
2024-07-11,943282.4000400043,5,0.0037994619626524617
2024-07-12,918723.1000400042,5,-0.02603599939843937
2024-07-15,926526.2000400042,5,0.008493418745713743
2024-07-16,937435.5512900043,4,0.011774466010274764
2024-07-17,930462.5796700043,4,-0.00743834774604446
2024-07-18,925837.5796700043,4,-0.004970645892756198
2024-07-19,923912.1791800043,3,-0.0020796309550172865
2024-07-22,921313.5716700044,5,-0.0028126131125429943
2024-07-23,894996.6133500044,4,-0.02856460506958225
2024-07-24,884098.4755900044,3,-0.012176736310998915
2024-07-25,895766.3164300043,5,0.013197444812031112
2024-07-26,897814.7164300045,5,0.002286757117820448
2024-07-29,885338.7164300045,5,-0.013895962910486115
2024-07-30,884188.6164300044,5,-0.0012990508363146525
2024-07-31,914543.6164300044,5,0.034330910210720766
2024-08-01,906757.4164300044,5,-0.00851375468607396
2024-08-02,898689.3164300043,5,-0.008897749115485576
2024-08-05,888626.2164300045,5,-0.011197529353052738
2024-08-06,909619.0578200043,4,0.02362392758829146
2024-08-07,905939.7558600042,5,-0.004044882226652002
2024-08-08,902362.0558600043,5,-0.0039491588451194826
2024-08-09,892775.4760600043,4,-0.010623872909708454
2024-08-12,891296.7679200043,1,-0.0016563046137040294
2024-08-13,891101.9475900043,5,-0.00021858076570235863
2024-08-14,888701.6475900043,5,-0.002693631190563206
2024-08-15,896264.5475900044,5,0.00851005511299463
2024-08-16,909405.1475900044,5,0.014661519341955698
2024-08-19,901802.0475900044,5,-0.008360520082989154
2024-08-20,903216.6826600045,4,0.0015686758239024101
2024-08-21,900727.5826600044,4,-0.0027558171231620854
2024-08-22,900373.0826600044,4,-0.00039357071641255015
2024-08-23,899919.5826600045,4,-0.0005036800952112896
2024-08-26,900399.9041000044,5,0.0005337381797827501
2024-08-27,895407.5041000043,5,-0.005544647414184478
2024-08-28,894780.2041000043,5,-0.0007005748747108687
2024-08-29,892177.1401000044,4,-0.0029091658354446492
2024-08-30,897552.4916700046,5,0.006024982403603829
2024-09-02,886586.8014300044,1,-0.012217324715568578
2024-09-03,888375.6135600044,5,0.0020176390254340593
2024-09-04,884041.4135600044,5,-0.004878792184120684
2024-09-05,901914.2135600044,5,0.020217152416001305
2024-09-06,892124.1135600044,5,-0.01085480176807152
2024-09-09,886624.2135600044,5,-0.00616494937913159
2024-09-10,892088.7135600045,5,0.006163265018511943
2024-09-11,898151.3135600045,5,0.0067959608812966366
2024-09-12,891082.4135600044,5,-0.007870500096449184
2024-09-13,879460.0135600044,5,-0.013043013556475525
2024-09-18,870809.7135600044,5,-0.009835921891416244
2024-09-19,887393.8924100044,4,0.019044549678024714
2024-09-20,881758.5234500044,5,-0.006350470752841564
2024-09-23,876119.8744700045,1,-0.006394776835201954
2024-09-24,883713.7283300045,5,0.008667596845230552
2024-09-25,893361.9470500045,4,0.010917810158084462
2024-09-26,918364.7867800046,5,0.027987356986227896
2024-09-27,972446.4867800046,5,0.05888912638911448
2024-09-30,1038223.4867800046,5,0.06764074002447473
2024-10-08,1096526.5177900046,4,0.05615653253118347
2024-10-09,1115814.5133100045,3,0.0175900857909701
2024-10-10,1066632.4234500048,2,-0.04407729893573764
2024-10-11,1043674.4577600047,3,-0.021523783812743003
2024-10-14,1060571.634520005,5,0.016190083636104413
2024-10-15,1034011.3345200047,5,-0.0250433814515707
2024-10-16,1033224.7345200046,5,-0.0007607266707237992
2024-10-17,1019903.2645600047,3,-0.012893100131007307
2024-10-18,1027392.6030700048,5,0.007343185153183329
2024-10-21,1043173.3030700047,5,0.015359950960173174
2024-10-22,1047946.5030700048,5,0.004575653907124444
2024-10-23,1053895.3030700048,5,0.0056766256508062884
2024-10-24,1042627.0030700048,5,-0.010692048790022501
2024-10-25,1052540.5030700048,5,0.009508194177601181
2024-10-28,1062671.8030700046,5,0.009625567824182779
2024-10-29,1049232.3030700048,5,-0.012646896211204406
2024-10-30,1047756.8030700048,5,-0.001406266272666934
2024-10-31,1044110.8519900048,4,-0.003479768462793187
2024-11-01,1044613.8457400048,5,0.00048174362812281046
2024-11-04,1055750.7486700048,3,0.010661262987674336
2024-11-05,1068556.1829700049,5,0.01212922114062609
2024-11-06,1076467.6829700049,5,0.007403915794123472
2024-11-07,1103012.7890000048,3,0.024659454668217506
2024-11-08,1096634.612870005,4,-0.005782504240755215
2024-11-11,1107228.002130005,3,0.009659907808559964
2024-11-12,1106500.914230005,5,-0.0006566740532224502
2024-11-13,1118889.414230005,5,0.011196104621947756
2024-11-14,1085053.5223500049,3,-0.030240604164876395
2024-11-15,1062345.7626500048,2,-0.020927778429601918
2024-11-18,1055713.1272500048,0,-0.006243386694982478
2024-11-19,1055421.1327500048,5,-0.00027658508022976314
2024-11-20,1064270.032750005,5,0.00838423613609418
2024-11-21,1065835.532750005,5,0.0014709612709424835
2024-11-22,1057510.6327500048,5,-0.007810679738290194
2024-11-25,1060763.8050500047,4,0.0030762549323406496
2024-11-26,1032984.2374400047,4,-0.02618826875290159
2024-11-27,1044602.4878400048,5,0.01124726784679031
2024-11-28,1030975.4878400048,5,-0.013045153691120803
2024-11-29,1049805.0878400048,5,0.01826386778549871
2024-12-02,1068598.9878400047,5,0.017902275591623162
2024-12-03,1070205.3878400046,5,0.0015032767373726053
2024-12-04,1067449.0878400048,5,-0.0025754869404673864
2024-12-05,1063015.3878400046,5,-0.004153547040797845
2024-12-06,1067865.8878400046,5,0.004562963109928209
2024-12-09,1058182.486530005,2,-0.009067993856032297
2024-12-10,1058969.692310005,4,0.000743922518110729
2024-12-11,1048594.7624100049,5,-0.00979719247428934
2024-12-12,1048819.562410005,5,0.00021438215033930952
2024-12-13,1028864.0467900049,4,-0.01902664322368819
2024-12-16,1011753.9632700048,2,-0.016630072334029466
2024-12-17,1006975.1755900049,1,-0.004723270531656554
2024-12-18,1008075.7438700049,5,0.0010929447981229412
2024-12-19,1006249.2438700049,5,-0.0018118678195628846
2024-12-20,1013247.4438700048,5,0.006954738145278139
2024-12-23,994161.7114000048,4,-0.01883620095512295
2024-12-24,1002614.342760005,5,0.008502270066403028
2024-12-25,996763.3427600049,5,-0.005835743366580437
2024-12-26,1007401.142760005,5,0.010672342715317251
2024-12-27,999834.042760005,5,-0.007511506269754831
2024-12-30,997379.7427600049,5,-0.0024547073764612515
2024-12-31,973431.6002800049,4,-0.024011057627588706
2025-01-02,962093.6762000049,1,-0.011647376227295947
2025-01-03,960706.977900005,2,-0.001441333972256209
2025-01-06,965780.0779000048,2,0.005280590353459402
2025-01-07,958883.8222600049,3,-0.007140606643072478
2025-01-08,950580.2380000049,4,-0.00865963536690939
2025-01-09,955231.1012000048,5,0.00489265715199938
2025-01-10,937578.5012000048,5,-0.0184799259339693
2025-01-13,940129.6012000048,5,0.0027209454960142043
2025-01-14,985383.2012000049,5,0.04813549104531689
2025-01-15,977016.0012000048,5,-0.008491315855405746
2025-01-16,981187.6012000048,5,0.0042697355978573714
2025-01-17,986804.8012000048,5,0.005724899084670554
2025-01-20,993881.5012000048,5,0.007171327086567203
2025-01-21,1002385.1012000048,5,0.008555949567159438
2025-01-22,993121.6012000049,5,-0.009241458186988294
2025-01-23,986155.5365600049,4,-0.0070143118743795085
2025-01-24,996791.1836000048,5,0.010784959010725625
2025-01-27,974606.2014800048,2,-0.0222563988175305
2025-02-05,971687.258130005,2,-0.002994997718634651
2025-02-06,997702.2406000049,4,0.026772999493752003
2025-02-07,961138.199790005,4,-0.03664824967017288
2025-02-10,972531.415620005,5,0.011853878903667736
2025-02-11,965315.115620005,5,-0.007420120197761948
2025-02-12,979218.0156200051,5,0.014402447216493197
2025-02-13,975647.615620005,5,-0.0036461747466313144
2025-02-14,976711.215620005,5,0.0010901476957172473
2025-02-17,978846.8156200049,5,0.002186521426033039
2025-02-18,985935.322480005,4,0.007241691699747976
2025-02-19,997502.564500005,4,0.011732252366112528
2025-02-20,996259.1764600048,5,-0.0012465010960883705
2025-02-21,1034587.9764600048,5,0.038472719655334275
2025-02-24,1028736.2764600049,5,-0.0056560680513825234
2025-02-25,1015161.7515600049,4,-0.013195339962843944
2025-02-26,1021585.4005500049,4,0.006327709825679317
2025-02-27,1009785.8682200048,4,-0.011550216285048154
2025-02-28,975917.9637400048,3,-0.03353968949842856
2025-03-03,983788.0756300048,3,0.008064317065995308
2025-03-04,989303.0567100048,5,0.005605862905451842
2025-03-05,1000193.3567100049,5,0.011008052513469924
2025-03-06,1049984.9567100047,5,0.04978197432122755
2025-03-07,1034486.5567100048,5,-0.014760592426545038
2025-03-10,1014495.841250005,3,-0.01932428732914293
2025-03-11,1012333.3109200047,2,-0.0021316305519160084
2025-03-12,1012648.9674400047,5,0.0003118108597188751
2025-03-13,1000148.5674400048,5,-0.012344257883954768
2025-03-14,1036490.1674400049,5,0.03633620162354534
2025-03-17,1031865.7674400047,5,-0.004461595628467707
2025-03-18,1042946.9674400049,5,0.010738993723468537
2025-03-19,1038607.747960005,4,-0.0041605370315721535
2025-03-20,1017681.0760700048,3,-0.020148773135096998
2025-03-21,1001443.5521300049,2,-0.01595541503307174
2025-03-24,977285.6211400048,3,-0.024123108026026685
2025-03-25,959072.5074700048,2,-0.01863642856911618
2025-03-26,961575.5516400049,5,0.0026098591613297195
2025-03-27,968469.8516400048,5,0.007169795434421644
2025-03-28,954861.4516400048,5,-0.014051444117703427
2025-03-31,934100.6878900048,4,-0.021742173918889107
2025-04-01,938946.0878900049,4,0.005187235233650389
2025-04-02,939261.9878900048,4,0.0003364410417958652
2025-04-03,929578.5965600049,3,-0.010309574383770226
2025-04-07,888457.0992100049,0,-0.044236708442055406
2025-04-08,888457.0992100049,0,0.0
